uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
P06737,OK,True,18,1,"1EM6, 1EXV, 1FA9, 1FC0, 1L5Q, 1L5R, 1L5S, 1L7X, 1XOI, 2ATI",8EMS
Q13162,OK,True,12,2,"2PN8, 3TJB, 3TJF, 3TJG, 3TJJ, 3TJK, 3TKP, 3TKQ, 3TKR, 3TKS","8EKW, 8EKY"
P20963,OK,True,5,21,"1YGR, 2OQ1, 3IK5, 3IOZ, 4XZ1","6JXR, 7FJD, 7FJE, 7FJF, 7PHR, 8ES7, 8ES8, 8ES9, 8JC0, 8JCB"
P07766,OK,True,6,21,"1A81, 1SY6, 1XIW, 5QU2, 8F0L, 8VY4","6JXR, 7FJD, 7FJE, 7FJF, 7PHR, 8ES7, 8ES8, 8ES9, 8JC0, 8JCB"
P61769,OK,True,1211,28,"1A1M, 1A1N, 1A1O, 1A6Z, 1A9B, 1A9E, 1AGB, 1AGC, 1AGD, 1AGE","6ENY, 6GK3, 6ILM, 6LA6, 6LA7, 7B5F, 7C9V, 7PHR, 7QPD, 7STF"
Q861F7,OK,True,10,4,"7KGO, 7KGP, 7KGQ, 7KGR, 7KGS, 7KGT, 7PBC, 7PDW, 7SIS, 7T5M","8ES8, 8ES9, 8FJA, 8FJB"
P09693,OK,True,2,21,"1SY6, 7Q5U","6JXR, 7FJD, 7FJE, 7FJF, 7PHR, 8ES7, 8ES8, 8ES9, 8JC0, 8JCB"
Q09065,OK,True,5,1,"2WGL, 3CXN, 3O1Q, 3SF5, 4HI0",8HC1
P43358,OK,True,6,3,"1I4F, 2WA0, 6TRN, 6TRO, 7UOA, 9BD3","8ES8, 8ES9, 8FJA"
P14916,OK,True,2,3,"1E9Y, 1E9Z","6QSU, 6ZJA, 8HC1"
Q9H078,OK,True,3,4,"7XC5, 8DEH, 8FDS","7TTR, 7TTS, 7US2, 7XBK"
Q5SL87,OK,True,3,2,"1HQC, 1IXR, 1IXS","8EFV, 8EFY"
Q06278,OK,True,6,1,"4UHW, 4UHX, 5EPG, 6Q6Q, 7OPN, 7ORC",8EMT
P31040,OK,True,3,1,"6VAX, 8DYD, 8DYE",8GS8
P34972,OK,True,2,7,"5ZTY, 6KPC","6KPF, 6PT0, 8GUQ, 8GUR, 8GUS, 8GUT, 8X3L"
P23141,OK,True,20,1,"1MX1, 1MX5, 1MX9, 1YA4, 1YA8, 1YAH, 1YAJ, 2DQY, 2DQZ, 2DR0",8EOR
P04234,OK,True,1,21,1XIW,"6JXR, 7FJD, 7FJE, 7FJF, 7PHR, 8ES7, 8ES8, 8ES9, 8JC0, 8JCB"
Q09067,OK,True,2,1,"3SF5, 4HI0",8HC1
P69996,OK,True,2,3,"1E9Y, 1E9Z","6QSU, 6ZJA, 8HC1"
